CONCAT(pck.id, '|')	CONCAT(plz.name, '|')
395|	Santa Marta|
396|	Magdalena|
396|	Santa Marta|
397|	Magdalena|
397|	Santa Marta|
398|	Magdalena|
398|	Santa Marta|
399|	Magdalena|
399|	Santa Marta|
400|	Valle Del Cauca|
400|	Buenaventura|
401|	Antioquía|
401|	Bolívar|
401|	Cartagena de Indias|
401|	San Andrés|
402|	Antioquía|
402|	Archipiélago De San Andrés, Providencia Y Santa Catalina|
402|	San Andrés|
402|	Providencia Y Santa Catalina|
403|	Antioquía|
403|	Archipiélago De San Andrés, Providencia Y Santa Catalina|
403|	San Andrés|
403|	Providencia Y Santa Catalina|
404|	Antioquía|
404|	San Andrés|
405|	Bolívar|
405|	Cartagena de Indias|
406|	Bolívar|
406|	Cartagena de Indias|
407|	Bolívar|
407|	Cartagena de Indias|
407|	Santa Catalina|
408|	Bolívar|
408|	Cartagena de Indias|
408|	Mahates|
409|	Bolívar|
409|	Cartagena de Indias|
409|	Turbaco|
410|	Meta|
410|	La Macarena|
411|	Magdalena|
411|	Santa Marta|
417|	Bogotá|
417|	Bogotá D.C.|
418|	Bogotá|
418|	Bogotá D.C.|
419|	Cundinamarca|
419|	Chía|
420|	Bogotá|
420|	Bogotá D.C.|
421|	Bogotá|
421|	Bogotá D.C.|
422|	Bogotá|
422|	Bogotá D.C.|
423|	Bogotá|
423|	Bogotá D.C.|
424|	Bogotá|
424|	Bogotá D.C.|
425|	Bogotá|
425|	Bogotá D.C.|
426|	Bogotá|
426|	Bogotá D.C.|
427|	Bogotá|
427|	Bogotá D.C.|
427|	Cundinamarca|
427|	Guatavita|
428|	Bogotá|
428|	Bogotá D.C.|
429|	Bogotá|
429|	Bogotá D.C.|
430|	Bogotá|
430|	Bogotá D.C.|
431|	Bogotá|
431|	Bogotá D.C.|
432|	Bogotá|
432|	Bogotá D.C.|
433|	Bogotá|
433|	Bogotá D.C.|
434|	Bogotá|
434|	Bogotá D.C.|
435|	Boyacá|
435|	Villa De Leyva|
436|	Cundinamarca|
436|	Zipaquirá|
437|	Bogotá|
437|	Bogotá D.C.|
438|	Bogotá|
438|	Bogotá D.C.|
439|	Bogotá|
439|	Bogotá D.C.|
440|	Bogotá|
440|	Bogotá D.C.|
441|	Bogotá|
441|	Bogotá D.C.|
442|	Cundinamarca|
442|	Zipaquirá|
443|	Cundinamarca|
443|	Zipaquirá|
444|	Bogotá|
444|	Bogotá D.C.|
445|	Bogotá|
445|	Bogotá D.C.|
446|	Bogotá|
446|	Bogotá D.C.|
447|	Bogotá|
447|	Bogotá D.C.|
448|	Bogotá|
448|	Bogotá D.C.|
449|	Bolívar|
449|	Cartagena de Indias|
450|	Bogotá|
450|	Bogotá D.C.|
450|	Cundinamarca|
450|	Zipaquirá|
451|	Bolívar|
451|	Cartagena de Indias|
452|	Bolívar|
452|	Cartagena de Indias|
453|	Bolívar|
453|	Cartagena de Indias|
454|	Bogotá|
454|	Bogotá D.C.|
455|	Bolívar|
455|	Cartagena de Indias|
456|	Bolívar|
456|	Cartagena de Indias|
457|	Bogotá|
457|	Bogotá D.C.|
458|	Bolívar|
458|	Cartagena de Indias|
459|	Bolívar|
459|	Cartagena de Indias|
460|	Antioquía|
460|	Medellín|
461|	Bolívar|
461|	Cartagena de Indias|
462|	Antioquía|
462|	Medellín|
463|	Bolívar|
463|	Cartagena de Indias|
464|	Bolívar|
464|	Cartagena de Indias|
465|	Antioquía|
465|	Medellín|
466|	Antioquía|
466|	Medellín|
467|	Antioquía|
467|	Medellín|
468|	Antioquía|
468|	Medellín|
469|	Antioquía|
469|	Medellín|
469|	Santa Fe De Antioquía|
470|	Antioquía|
470|	Medellín|
471|	Antioquía|
471|	Medellín|
471|	Caldas|
471|	Manizales|
472|	Bolívar|
472|	Cartagena de Indias|
473|	Bolívar|
473|	Cartagena de Indias|
474|	Atlántico|
474|	Barranquilla|
474|	Bolívar|
474|	Cartagena de Indias|
475|	Antioquía|
475|	Medellín|
476|	Bogotá|
476|	Bogotá D.C.|
477|	Bogotá|
477|	Bogotá D.C.|
478|	Antioquía|
478|	Medellín|
479|	Bogotá|
479|	Bogotá D.C.|
480|	Bogotá|
480|	Bogotá D.C.|
480|	Cundinamarca|
480|	Guatavita|
481|	Bogotá|
481|	Bogotá D.C.|
482|	Cundinamarca|
482|	Nemocón|
483|	Bogotá|
483|	Bogotá D.C.|
484|	Bogotá|
484|	Bogotá D.C.|
485|	Bogotá|
485|	Bogotá D.C.|
485|	Cundinamarca|
485|	Zipaquirá|
486|	Bolívar|
486|	Cartagena de Indias|
487|	Antioquía|
487|	Medellín|
488|	Bogotá|
488|	Bogotá D.C.|
489|	Antioquía|
489|	Medellín|
490|	Antioquía|
490|	Medellín|
490|	Guatape|
491|	Antioquía|
491|	Medellín|
492|	Antioquía|
492|	Medellín|
493|	Antioquía|
493|	Medellín|
493|	Jardín|
494|	Bolívar|
494|	Cartagena de Indias|
495|	Bogotá|
495|	Bogotá D.C.|
496|	Bolívar|
496|	Cartagena de Indias|
497|	Bolívar|
497|	Cartagena de Indias|
498|	Bolívar|
498|	Cartagena de Indias|
499|	Bolívar|
499|	Cartagena de Indias|
500|	Bolívar|
500|	Cartagena de Indias|
501|	Magdalena|
501|	Santa Marta|
502|	Magdalena|
502|	Santa Marta|
503|	Magdalena|
503|	Santa Marta|
504|	Magdalena|
504|	Santa Marta|
505|	Magdalena|
505|	Santa Marta|
506|	Magdalena|
506|	Santa Marta|
507|	Magdalena|
507|	Santa Marta|
508|	Magdalena|
508|	Santa Marta|
509|	Magdalena|
509|	Santa Marta|
510|	Bogotá|
510|	Bogotá D.C.|
511|	Bogotá|
511|	Bogotá D.C.|
512|	Bolívar|
